SKU,Brand,Category,Gender,Diameter,Atm,Case_Size,Case_Material,Case_Color,Dial_Color,Strap_Material,Strap_Color,Regular_Price
watch_1283,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Silver,Brown,Leather,Brown,920.0
watch_1284,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Silver,Brown,Leather,Brown,626.0
watch_1285,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Silver,White,Leather,Brown,690.0
watch_1286,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Silver,White,Leather,Brown,752.0
watch_1287,ngeareg,Watch,Male,44.0,5.0,Large,Stainless steel,Silver,Silver,Silicone,White,1046.0
watch_1288,ngeareg,Watch,Male,46.0,5.0,Large,Stainless steel,Black,Black,Silicone,Black,1046.0
watch_1289,ngeareg,Watch,Male,44.0,3.0,Large,Plastic,Blue,Blue,Silicone,Blue,1046.0
watch_1290,ngeareg,Watch,Unisex,46.0,5.0,Large,Stainless steel,Black,Black,Silicone,Black,1046.0
watch_1291,ngeareg,Watch,Male,45.0,10.0,Large,Stainless Steel,Silver,Black,Metal Bracelet,Silver,1256.0
watch_1292,ngeareg,Watch,Male,46.0,10.0,Large,Stainless Steel,Black,Black,Leather,Black,1256.0
watch_1293,ngeareg,Watch,Male,46.0,5.0,Large,Stainless Steel,Silver,Black,Leather,Black,1676.0
watch_1294,ngeareg,Watch,Male,47.0,5.0,X-Large,Stainless Steel,Silver,Black,Metal Bracelet,Silver,1046.0
watch_1295,ngeareg,Watch,Male,46.0,5.0,Large,Stainless Steel,Black,Black,Metal Bracelet,Black,1592.0
watch_1296,ngeareg,Watch,Male,47.0,5.0,X-Large,Stainless Steel,Silver,Blue,Leather,Brown,1676.0
watch_1297,ngeareg,Watch,Male,45.0,5.0,Large,Stainless Steel,Black,Black,Metal Bracelet,Black,1046.0
watch_1298,ngeareg,Watch,Male,46.0,5.0,Large,Stainless Steel,Gold,Black,Metal Bracelet,Gold,1256.0
watch_1299,ngeareg,Watch,Male,47.0,5.0,X-Large,Stainless Steel,Black,Black,Metal Bracelet,Black,2096.0
watch_1300,ngeareg,Watch,Male,45.0,5.0,Large,Stainless Steel,Silver,Black,Metal Bracelet,Silver,836.0
watch_1301,ngeareg,Watch,Male,42.0,10.0,Medium,Stainless Steel,Silver,Black,Metal Bracelet,Silver,836.0
watch_1302,ngeareg,Watch,Male,44.0,5.0,Large,Stainless Steel,Black,Black,Metal Bracelet,Black,1046.0
watch_1303,ngeareg,Watch,Male,42.0,10.0,Medium,Stainless Steel,Gold,Gold,Metal Bracelet,Gold,1256.0
watch_1304,ngeareg,Watch,Male,44.0,5.0,Large,Stainless Steel,Silver,Black,Leather,Black,1046.0
watch_1305,ngeareg,Watch,Male,44.0,10.0,Large,Stainless Steel,Silver,Blue,Leather,Brown,1046.0
watch_1306,ngeareg,Watch,Male,44.0,10.0,Large,Stainless Steel,Black,Two Tone,Metal Bracelet,Black,2012.0
watch_1307,ngeareg,Watch,Male,44.0,10.0,Large,Stainless Steel,Silver,Green,Metal Bracelet,Silver,1676.0
watch_1308,ngeareg,Watch,Female,35.0,5.0,Small,Stainless Steel,Silver,Silver,Metal Bracelet,Silver,1802.0
watch_1309,ngeareg,Watch,Female,35.0,5.0,Small,Stainless Steel,Gold,Two Tone,Metal Bracelet,Gold,105.0
watch_1310,ngeareg,Watch,Female,36.0,5.0,Medium,Stainless Steel,Rose Gold,Rose Gold,Metal Bracelet,Rose Gold,105.0
watch_1311,ngeareg,Watch,Female,36.0,5.0,Medium,Stainless Steel,Gold,Gold,Metal Bracelet,Gold,105.0
watch_1312,ngeareg,Watch,Female,35.0,5.0,Small,Stainless Steel,Silver,Mother Of Pearl,Metal Bracelet,Two Tone,105.0
watch_1313,ngeareg,Watch,Female,35.0,5.0,Small,Stainless Steel,Silver,White,Metal Bracelet,Silver,105.0
watch_1314,ngeareg,Watch,Female,38.0,5.0,Medium,Stainless Steel,Silver,Silver,Leather,Black,105.0
watch_1315,ngeareg,Watch,Female,36.0,5.0,Medium,Stainless Steel,Gold,Black,Metal Bracelet,Black,164.0
watch_1316,ngeareg,Watch,Female,44.0,3.0,Large,Stainless Steel,Black,Black,Silicone,Black,332.0
watch_1317,seldile,Watch,Male,42.0,5.0,Medium,Stainless Steel,Silver,Blue,Leather,Brown,290.0
watch_1318,seldile,Watch,Male,47.0,5.0,X-Large,Stainless Steel,Black,Black,Leather,Brown,332.0
watch_1319,seldile,Watch,Male,47.0,5.0,X-Large,Stainless Steel,Black,Black,Silicone,Black,290.0
watch_1320,seldile,Watch,Male,50.0,5.0,X-Large,Stainless Steel,Black,Black,Metal Bracelet,Black,378.0
watch_1321,seldile,Watch,Male,51.0,10.0,X-Large,Stainless Steel,Black,Black,Leather,Brown,332.0
watch_1322,knydkyn,Watch,Female,36.0,5.0,Medium,Stainless Steel,Silver,Silver,Metal Bracelet,Silver,378.0
watch_1323,knydkyn,Watch,Female,34.0,5.0,Small,Stainless Steel,Gold,Gold,Metal Bracelet,Gold,290.0
watch_1324,knydkyn,Watch,Female,32.0,5.0,Small,Stainless Steel,Rose Gold,Rose Gold,Metal Bracelet,Rose Gold,332.0
watch_1325,knydkyn,Watch,Female,32.0,5.0,Small,Stainless Steel,Gold,White,Leather,White,290.0
watch_1326,knydkyn,Watch,Female,36.0,5.0,Medium,Stainless Steel,Gold,Black,Leather,Black,332.0
watch_1327,knydkyn,Watch,Female,34.0,5.0,Small,Stainless Steel,Silver,Purple,Leather,Purple,248.0
watch_1328,knydkyn,Watch,Female,34.0,5.0,Small,Stainless Steel,Rose Gold,Two Tone,Leather,Black,290.0
watch_1329,aniemin,Watch,Male,32.0,3.0,Small,Stainless Steel,Silver,Black,Leather,Black,336.0
watch_1330,aniemin,Watch,Male,43.0,3.0,Large,Stainless Steel,Silver,Black,Metal Bracelet,Silver,290.0
watch_1331,aniemin,Watch,Male,43.0,5.0,Large,Stainless Steel,Silver,Black,Metal Bracelet,Silver,290.0
watch_1332,aniemin,Watch,Male,43.0,5.0,Large,Stainless Steel,Black,Two Tone,Leather,Blue,332.0
watch_1333,aniemin,Watch,Male,42.0,3.0,Medium,Ceramic,Black,Black,Ceramic,Black,332.0
watch_1334,aniemin,Watch,Female,32.0,3.0,Small,Stainless Steel,Silver,Mother Of Pearl,Metal Bracelet,Silver,290.0
watch_1335,aniemin,Watch,Male,46.0,5.0,Large,Stainless Steel,Black,Black,Leather,Black,290.0
watch_1336,aniemin,Watch,Male,44.0,5.0,Large,Stainless Steel,Rose Gold,Black,Silicone,Black,374.0
watch_1337,silfoli,Watch,Female,38.0,10.0,Medium,Stainless Steel,Gold,Gold,Metal Bracelet,Gold,235.0
watch_1338,silfoli,Watch,Female,36.0,3.0,Medium,Stainless Steel,Rose Gold,White,Leather,Brown,416.0
watch_1339,silfoli,Watch,Female,35.0,5.0,Small,Stainless Steel,Rose Gold,White,Leather,Brown,416.0
watch_1340,silfoli,Watch,Female,28.0,5.0,Small,Stainless Steel,Rose Gold,White,Metal Bracelet,Rose Gold,416.0
watch_1341,silfoli,Watch,Female,36.0,3.0,Medium,Stainless Steel,Rose Gold,Rose Gold,Metal Bracelet,Rose Gold,416.0
watch_1342,silfoli,Watch,Male,44.0,5.0,Large,Stainless Steel,Silver,Blue,Leather,Brown,310.0
watch_1343,silfoli,Watch,Male,44.0,5.0,Large,Stainless Steel,Silver,Blue,Leather,Brown,332.0
watch_1344,silfoli,Watch,Male,44.0,5.0,Large,Stainless Steel,Black,Black,Metal Bracelet,Black,416.0
watch_1345,silfoli,Watch,Male,44.0,5.0,Large,Stainless Steel,Black,Black,Metal Bracelet,Black,416.0
watch_1346,silfoli,Watch,Male,44.0,5.0,Large,Stainless Steel,Rose Gold,White,Leather,Brown,416.0
watch_1347,silfoli,Watch,Male,44.0,5.0,Large,Stainless Steel,Silver,Black,Leather,Brown,290.0
watch_1348,orsmisr,Watch,Female,33.0,5.0,Small,Stainless Steel,Rose Gold,Mother Of Pearl,Leather,Pink,336.0
watch_1349,orsmisr,Watch,Female,28.0,5.0,Small,Stainless Steel,Gold,White,Leather,Brown,332.0
watch_1350,orsmisr,Watch,Female,38.0,5.0,Medium,Stainless Steel,Gold,White,Leather,Brown,115.0
watch_1351,orsmisr,Watch,Female,28.0,5.0,Small,Stainless Steel,Gold,White,Leather,Red,122.0
watch_1352,orsmisr,Watch,Female,28.0,5.0,Small,Stainless Steel,Rose Gold,White,Leather,Pink,122.0
watch_1353,orsmisr,Watch,Female,36.5,5.0,Medium,Stainless Steel,Silver,Black,Metal Bracelet,Silver,122.0
watch_1354,orsmisr,Watch,Female,26.0,5.0,Small,Stainless Steel,Gold,White,Metal Bracelet,Gold,110.0
watch_1355,orsmisr,Watch,Female,38.0,5.0,Medium,Stainless Steel,Rose Gold,Rose Gold,Metal Bracelet,Rose Gold,294.0
watch_1356,orsmisr,Watch,Female,38.0,5.0,Medium,Stainless Steel,Gold,Gold,Metal Bracelet,Gold,378.0
watch_1357,orsmisr,Watch,Female,38.0,5.0,Medium,Stainless Steel,Gold,Gold,Metal Bracelet,Gold,336.0
watch_1358,orsmisr,Watch,Female,38.0,5.0,Medium,Stainless Steel,Rose Gold,Rose Gold,Metal Bracelet,Rose Gold,332.0
watch_1359,orsmisr,Watch,Female,28.0,5.0,Small,Stainless Steel,Rose Gold,Rose Gold,Metal Bracelet,Rose Gold,336.0
watch_1360,genskne,Watch,Female,30.0,5.0,Small,Stainless Steel,Rose Gold,White,Metal Bracelet,Rose Gold,416.0
watch_1361,genskne,Watch,Female,26.0,5.0,Small,Stainless Steel,Silver,White,Metal Bracelet,Two Tone,416.0
watch_1362,genskne,Watch,Female,26.0,5.0,Small,Stainless Steel,Silver,White,Metal Bracelet,Two Tone,416.0
watch_1363,genskne,Watch,Male,40.0,5.0,Medium,Stainless Steel,Silver,Blue,Leather,Brown,343.0
watch_1364,genskne,Watch,Male,40.0,3.0,Medium,Stainless Steel,Silver,Mother Of Pearl,Leather,Black,752.0
watch_1365,orsmisr,Watch,Female,39.0,5.0,Medium,Stainless Steel,Rose Gold,Rose Gold,Metal Bracelet,Two Tone,500.0
watch_1366,eeltwle,Watch,Male,44.0,10.0,Large,Stainless Steel,Silver,Black,Silicone,Black,500.0
watch_1367,eeltwle,Watch,Male,44.0,10.0,Large,Stainless Steel,Silver,Black,Silicone,Black,314.0
watch_1368,eeltwle,Watch,Male,44.0,10.0,Large,Stainless Steel,Silver,Brown,Silicone,Black,500.0
watch_1369,eeltwle,Watch,Male,44.0,10.0,Large,Stainless Steel,Black,Black,Silicone,Black,458.0
watch_1370,eeltwle,Watch,Male,44.0,10.0,Large,Stainless Steel,Silver,Red,Silicone,Red,542.0
watch_1371,eeltwle,Watch,Male,44.0,10.0,Large,Stainless Steel,Silver,Blue,Silicone,Blue,500.0
watch_1372,eeltwle,Watch,Male,44.0,10.0,Large,Stainless Steel,Rose Gold,Blue,Silicone,White,458.0
watch_1373,eeltwle,Watch,Male,44.0,10.0,Large,Stainless Steel,Rose Gold,Black,Silicone,Black,500.0
watch_1374,silfoli,Watch,Female,26.0,5.0,Small,Stainless Steel,Silver,Silver,Metal Bracelet,Silver,542.0
watch_1375,silfoli,Watch,Female,28.0,5.0,Small,Stainless Steel,Silver,Silver,Leather,Brown,314.0
watch_1376,silfoli,Watch,Male,42.0,5.0,Medium,Stainless Steel,Silver,Silver,Leather,Brown,500.0
watch_1377,silfoli,Watch,Male,42.0,5.0,Medium,Stainless Steel,Silver,White,Leather,Brown,836.0
watch_1378,silfoli,Watch,Male,44.0,5.0,Large,Stainless Steel,Silver,Black,Leather,Brown,794.0
watch_1379,silfoli,Watch,Male,42.0,3.0,Medium,Stainless Steel,Black,Brown,Leather,Brown,542.0
watch_1380,silfoli,Watch,Male,42.0,3.0,Medium,Stainless Steel,Silver,Blue,Leather,Brown,327.0
watch_1381,silfoli,Watch,Male,42.0,3.0,Medium,Stainless Steel,Silver,Beige,Leather,Brown,272.0
watch_1382,silfoli,Watch,Male,44.0,5.0,Large,Stainless Steel,Silver,Black,Leather,Black,470.0
watch_1383,silfoli,Watch,Male,44.0,5.0,Large,Stainless Steel,Silver,Blue,Leather,Brown,435.0
watch_1384,silfoli,Watch,Male,44.0,5.0,Large,Stainless Steel,Black,Black,Leather,Brown,584.0
watch_1385,silfoli,Watch,Male,42.0,3.0,Medium,Stainless Steel,Black,Black,Leather,Black,626.0
watch_1386,silfoli,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Black,Brown,Leather,Brown,542.0
watch_1387,knydkyn,Watch,Female,34.0,5.0,Small,Stainless Steel,Silver,Black,Leather,Black,306.0
watch_1388,aniemin,Watch,Male,43.0,5.0,Large,Stainless Steel,Black,Black,Leather,Black,325.0
watch_1389,ngeareg,Watch,Male,46.0,5.0,Large,Stainless Steel,Rose Gold,Blue,Leather,Brown,542.0
watch_1390,seldile,Watch,Male,45.0,10.0,Large,Stainless Steel,Black,Black,Metal Bracelet,Black,542.0
watch_1391,seldile,Watch,Male,48.0,5.0,X-Large,Stainless Steel,Black,Beige,Silicone,Black,542.0
watch_1392,seldile,Watch,Male,48.0,5.0,X-Large,Stainless Steel,Silver,Black,Leather,Black,475.0
watch_1393,orsmisr,Watch,Female,36.0,3.0,Medium,Stainless Steel,Gold,Gold,Metal Bracelet,Gold,500.0
watch_1394,orsmisr,Watch,Female,36.0,5.0,Medium,Stainless Steel,Rose Gold,Blue,Metal Bracelet,Rose Gold,500.0
watch_1395,genskne,Watch,Female,26.0,5.0,Small,Stainless Steel,Gold,White,Metal Bracelet,Silver,542.0
watch_1396,genskne,Watch,Female,26.0,5.0,Small,Stainless Steel,Silver,Black,Metal Bracelet,Silver,626.0
watch_1397,genskne,Watch,Female,26.0,5.0,Small,Stainless Steel,Silver,White,Leather,Black,668.0
watch_1398,genskne,Watch,Female,26.0,5.0,Small,Stainless Steel,Black,Black,Metal Bracelet,Black,626.0
watch_1399,genskne,Watch,Female,26.0,3.0,Small,Stainless Steel,Rose Gold,Silver,Metal Bracelet,Silver,500.0
watch_1400,genskne,Watch,Female,36.0,3.0,Medium,Stainless Steel,Rose Gold,Blue,Leather,Blue,584.0
watch_1401,genskne,Watch,Female,26.0,5.0,Small,Stainless Steel,Rose Gold,Silver,Leather,Blue,590.0
watch_1402,genskne,Watch,Male,40.0,3.0,Medium,Stainless Steel,Silver,White,Leather,Black,584.0
watch_1403,genskne,Watch,Male,38.0,3.0,Medium,Stainless Steel,Silver,Blue,Leather,Brown,510.0
watch_1404,genskne,Watch,Male,40.0,5.0,Medium,Stainless Steel,Silver,Blue,Leather,Brown,680.0
watch_1405,genskne,Watch,Male,40.0,5.0,Medium,Stainless Steel,Black,Black,Leather,Black,752.0
watch_1406,genskne,Watch,Male,40.0,3.0,Medium,Stainless Steel,Silver,Blue,Leather,Blue,2058.0
watch_1407,genskne,Watch,Male,40.0,3.0,Medium,Stainless Steel,Black,Black,Metal Bracelet,Black,2096.0
watch_1408,doxmaxo,Watch,Female,36.0,3.0,Medium,Stainless Steel,Rose Gold,Rose Gold,Metal Bracelet,Rose Gold,1676.0
watch_1409,doxmaxo,Watch,Male,41.0,3.0,Medium,Stainless Steel,Silver,Black,Metal Bracelet,Silver,2012.0
watch_1410,doxmaxo,Watch,Female,37.0,3.0,Medium,Stainless Steel,Rose Gold,White,Metal Bracelet,Rose Gold,1970.0
watch_1411,doxmaxo,Watch,Male,41.0,3.0,Medium,Stainless Steel,Rose Gold,Black,Leather,Black,1046.0
watch_1412,doxmaxo,Watch,Unisex,32.0,3.0,Small,Stainless Steel,Gold,beige,Metal Bracelet,Gold,1256.0
watch_1413,doxmaxo,Watch,Unisex,32.0,3.0,Small,Stainless Steel,Silver,Blue,Metal Bracelet,Silver,1214.0
watch_1414,doxmaxo,Watch,Unisex,32.0,3.0,Small,Stainless Steel,Silver,Brown,Metal Bracelet,Silver,1130.0
watch_1415,doxmaxo,Watch,Unisex,32.0,3.0,Small,Stainless Steel,Black,Black,Metal Bracelet,Black,725.0
watch_1416,doxmaxo,Watch,Male,40.0,5.0,Medium,Stainless Steel,Black,Black,Leather,Black,1046.0
watch_1417,doxmaxo,Watch,Male,40.0,5.0,Medium,Stainless Steel,Black,Black,Leather,Brown,810.0
watch_1418,doxmaxo,Watch,Male,40.0,5.0,Medium,Stainless Steel,Silver,Blue,Metal Bracelet,Silver,1802.0
watch_1419,doxmaxo,Watch,Female,33.0,5.0,Small,Stainless Steel,Rose Gold,Black,Leather,Black,1802.0
watch_1420,doxmaxo,Watch,Female,33.0,5.0,Small,Stainless Steel,Silver,Blue,Metal Bracelet,Silver,1046.0
watch_1421,doxmaxo,Watch,Female,33.0,5.0,Small,Stainless Steel,Silver,Black,Metal Bracelet,Silver,1214.0
watch_1422,doxmaxo,Watch,Female,33.0,5.0,Small,Stainless Steel,Gold,Blue,Metal Bracelet,Gold,1214.0
watch_1423,doxmaxo,Watch,Female,33.0,5.0,Small,Stainless Steel,Silver,Gold,Metal Bracelet,Silver,2012.0
watch_1424,doxmaxo,Watch,Male,43.0,5.0,Large,Stainless Steel,Brown,White,Leather,Brown,1250.0
watch_1425,doxmaxo,Watch,Male,43.0,5.0,Large,Stainless Steel,Silver,Black,Leather,Brown,1256.0
watch_1426,doxmaxo,Watch,Female,38.0,5.0,Medium,Stainless Steel,Rose Gold,White,Leather,White,670.0
watch_1427,doxmaxo,Watch,Female,38.0,5.0,Medium,Stainless Steel,Silver,Blue,Metal Bracelet,Silver,670.0
watch_1428,doxmaxo,Watch,Female,38.0,5.0,Medium,Stainless Steel,Rose Gold,Black,Metal Bracelet,Rose Gold,1214.0
watch_1429,doxmaxo,Watch,Female,36.0,5.0,Medium,Stainless Steel,Gold,?,Leather,Cream,790.0
watch_1430,doxmaxo,Watch,Female,30.0,5.0,Small,Stainless Steel,Gold,White,Metal Bracelet,Gold,1172.0
watch_1431,doxmaxo,Watch,Female,30.0,5.0,Small,Stainless Steel,Silver,Rose Gold,Metal Bracelet,Rose Gold,1155.0
watch_1432,doxmaxo,Watch,Female,36.0,5.0,Medium,Stainless Steel,Silver,White,Silicone,Pink,1155.0
watch_1433,doxmaxo,Watch,Female,36.0,5.0,Medium,Stainless Steel,Silver,light yellow,Silicone,White,920.0
watch_1434,doxmaxo,Watch,Female,36.0,5.0,Medium,Stainless Steel,Pink,Blue,Silicone,Pink,1214.0
watch_1435,doxmaxo,Watch,Female,36.0,5.0,Medium,Stainless Steel,Silver,Blue,Metal Bracelet,Silver,668.0
watch_1436,doxmaxo,Watch,Female,36.0,5.0,Medium,Stainless Steel,Rose Gold,nude,Metal Bracelet,Rose Gold,485.0
watch_1437,doxmaxo,Watch,Male,40.0,5.0,Medium,Stainless Steel,Silver,Black,Metal Bracelet,Silver,836.0
watch_1438,doxmaxo,Watch,Male,41.0,5.0,Medium,Stainless Steel,Silver,Brown,Leather,Black/ Brown?,710.0
watch_1439,doxmaxo,Watch,Male,41.0,5.0,Medium,Stainless Steel,Silver,Blue,Leather,Brown,870.0
watch_1440,doxmaxo,Watch,Male,41.0,5.0,Medium,Stainless Steel,Silver,Black,Material,Black,794.0
watch_1441,doxmaxo,Watch,Female,35.0,5.0,Small,Stainless Steel,Silver,White,Leather,beige,794.0
watch_1442,doxmaxo,Watch,Female,35.0,5.0,Small,Stainless Steel,Gold,Silver,Leather,Black,752.0
watch_1443,doxmaxo,Watch,Female,35.0,5.0,Small,Stainless Steel,Rose Gold,Silver,Metal Bracelet,Two Tone,584.0
watch_1444,doxmaxo,Watch,Female,35.0,5.0,Small,Stainless Steel,Silver,Blue,Metal Bracelet,Silver,499.0
watch_1445,doxmaxo,Watch,Female,35.0,5.0,Small,Stainless Steel,Rose Gold,Rose Gold,Metal Bracelet,Rose Gold,499.0
watch_1446,doxmaxo,Watch,Female,31.0,5.0,Small,Stainless Steel,Rose Gold,White,Leather,Brown,668.0
watch_1447,doxmaxo,Watch,Female,31.0,5.0,Small,Stainless Steel,Silver,White,Metal Bracelet,Silver,668.0
watch_1448,doxmaxo,Watch,Female,31.0,5.0,Small,Stainless Steel,Black,Black,Metal Bracelet,Gold,794.0
watch_1449,doxmaxo,Watch,Female,31.0,5.0,Small,Stainless Steel,Gold,Gold,Metal Bracelet,Gold,836.0
watch_1450,doxmaxo,Watch,Female,32.0,5.0,Small,Stainless Steel,Rose Gold,Silver,Leather,beige,560.0
watch_1451,doxmaxo,Watch,Female,32.0,5.0,Small,Stainless Steel,Silver,Black,Metal Bracelet,Silver,668.0
watch_1452,doxmaxo,Watch,Female,32.0,5.0,Small,Stainless Steel,Rose Gold,Rose Gold,Metal Bracelet,Rose Gold,710.0
watch_1453,doxmaxo,Watch,Male,41.0,5.0,Medium,Stainless Steel,Silver,Blue,Leather,Blue,752.0
watch_1454,doxmaxo,Watch,Male,41.0,5.0,Medium,Stainless Steel,Silver,Black,Metal Bracelet,Silver,836.0
watch_1455,doxmaxo,Watch,Female,37.0,5.0,Medium,Stainless Steel,Rose Gold,White,Leather,Black,668.0
watch_1456,doxmaxo,Watch,Female,33.0,5.0,Small,Stainless Steel,Rose Gold,Black,Metal Bracelet,Black,668.0
watch_1457,doxmaxo,Watch,Male,42.0,5.0,Medium,Stainless Steel,Black,Black,Metal Bracelet,Black,794.0
watch_1458,doxmaxo,Watch,Male,42.0,5.0,Medium,Stainless Steel,Silver,Blue,Metal Bracelet,Silver,794.0
watch_1459,doxmaxo,Watch,Male,42.0,5.0,Medium,Stainless Steel,Silver,Blue,Metal Bracelet,Silver,794.0
watch_1460,doxmaxo,Watch,Female,38.0,5.0,Medium,Stainless Steel,Gold,Gold,Metal Bracelet,Gold,435.0
watch_1461,doxmaxo,Watch,Male,42.0,5.0,Medium,Stainless Steel,Brown,Blue,Leather,Brown,470.0
watch_1462,doxmaxo,Watch,Male,42.0,5.0,Medium,Stainless Steel,Silver,Black,Leather,Brown,626.0
watch_1463,doxmaxo,Watch,Male,42.0,5.0,Medium,Stainless Steel,Black,Brown,Leather,Black,542.0
watch_1464,doxmaxo,Watch,Male,42.0,5.0,Medium,Stainless Steel,Brown,Blue,Leather,Brown,710.0
watch_1465,doxmaxo,Watch,Female,36.0,5.0,Medium,Stainless Steel,Silver,beige,Leather,beige,794.0
watch_1466,doxmaxo,Watch,Female,36.0,5.0,Medium,Stainless Steel,Rose Gold,Rose Gold,Metal Bracelet,Rose Gold,625.0
watch_1467,doxmaxo,Watch,Male,40.0,5.0,Medium,Stainless Steel,Silver,Blue,Leather,Black,375.0
watch_1468,doxmaxo,Watch,Male,40.0,5.0,Medium,Stainless Steel,Silver,Black,Metal Bracelet,Black,440.0
watch_1469,doxmaxo,Watch,Female,37.0,5.0,Medium,Stainless Steel,Silver,Silver,Metal Bracelet,Silver,500.0
watch_1470,doxmaxo,Watch,Female,37.0,5.0,Medium,Stainless Steel,Rose Gold,Rose Gold,Metal Bracelet,Two Tone,470.0
watch_1471,doxmaxo,Watch,Female,35.0,5.0,Small,Stainless Steel,Silver,Blue,Metal Bracelet,Silver,590.0
watch_1472,doxmaxo,Watch,Female,35.0,5.0,Small,Stainless Steel,Rose Gold,Black,Metal Bracelet,Two Tone,752.0
watch_1473,doxmaxo,Watch,Female,37.0,5.0,Medium,Stainless Steel,Silver,Blue,Metal Bracelet,Silver,752.0
watch_1474,doxmaxo,Watch,Male,41.0,5.0,Medium,Stainless Steel,Silver,Brown,Metal Bracelet,Silver,395.0
watch_1475,doxmaxo,Watch,Male,41.0,5.0,Medium,Stainless Steel,Black,Black,Metal Bracelet,Black,542.0
watch_1476,doxmaxo,Watch,Female,36.0,5.0,Medium,Stainless Steel,Rose Gold,Black,Metal Bracelet,Silver,794.0
watch_1477,doxmaxo,Watch,Female,36.0,5.0,Medium,Stainless Steel,Silver,Brown,Metal Bracelet,Silver,878.0
watch_1478,doxmaxo,Watch,Male,40.0,5.0,Medium,Stainless Steel,Silver,Blue,Metal Bracelet,Silver,878.0
watch_1479,doxmaxo,Watch,Female,35.0,5.0,Small,Stainless Steel,Rose Gold,White,Metal Bracelet,Rose Gold,510.0
watch_1480,doxmaxo,Watch,Female,35.0,5.0,Small,Stainless Steel,Silver,Blue,Metal Bracelet,Silver,693.0
watch_1481,doxmaxo,Watch,Male,40.0,5.0,Medium,Stainless Steel,Silver,Black,Leather,Black,1172.0
watch_1482,doxmaxo,Watch,Female,35.0,5.0,Small,Stainless Steel,Silver,White,Leather,Brown,794.0
watch_1483,doxmaxo,Watch,Male,44.0,5.0,Large,Stainless Steel,Silver,brown,Metal Bracelet,Silver,668.0
watch_1484,doxmaxo,Watch,Male,44.0,5.0,Large,Stainless Steel,Rose Gold,Blue,Leather,Black,752.0
